julia at the laundromat	| Julia wanted to buy a new dress for work. She went to the laundromat to get a sample. The manager took her into a room. She found an amazing dress that was perfect. Julia was happy to have it.
cramps	| John was so excited to go to the beach with his family. On the first day , he was very nauseous. After about an hour , he began to feel sick. John immediately called 911. They took him to the hospital.
random trash	| Tom was walking in the park. He was walking into a trash can. A man was walking by. He said he was homeless. Tom wasn't able to pay for it.
slippery landing	| John was on a busy road when he saw a large vehicle come down the road. He drove down the road , but the car was too close. The car hit him as he was driving and he skidded. He managed to get out of his car and take a look at the car. The car was so late he had a flat tire.
starting the grill	| It was time to start the grill. I didn't have a grill but I knew I needed one. It was a long process. I had to get everything ready and take it out. Finally , I was able to start the grill.
robot fighting	| Kim was playing her video games. She was playing robot fighter. She knocked out a robot and was angry. Kim's friends came over to see her. They thought she was a lot of fun.
tamara 's thread	| Aya's thread caught on the ladder. It was very long. Aya had to cut it down. She was furious with the ladder. She wanted to be able to reach it herself.
the freezer	| The boys were cleaning out their freezer. They were going to put the groceries in it. They all put the groceries in the freezer. It was a very messy job. They were happy when they finished.
getting a new job	| I started working at the coffee shop yesterday. It was really hard work. As I was doing the work , I got a call to come in. I went in and got a new job. I am happy with the outcome.
curled	| I got the comb out of my hair. I went to comb it. It was very messy. I went to my drawer. Then , I combed it all out.
spelling mistake	| I was taking my exam. I was trying to spell the word `` truth ''. However , I accidentally spelled `` truth '' instead of `` truth ''. I was unable to spell the word `` truth ''. I went to my teacher for help.
falling out of love	| My parents wanted to end their relationship. They decided to break up. I didn't know how to tell them. I was hurt. I didn't know how to break up with them.
broken axle	| I was driving to work. I was very late. A piece of my axle broke. I had to call my friend for help. I was so embarrassed.
five second rule	| John was trying to play tennis. His ball was bouncing off the court. John swung at the ball. The ball was bounced very far. John stopped trying to play tennis.
the rv	| The family was going to RV. They were going to use a gas station. They arrived and got their gas. They had a great time. It was a great way to spend their vacation.
closet in the apartment	| I had a closet full of clothes. I always had a lot of them. I couldn't find them all. I finally decided to buy a new wardrobe. It was a lot of work but I was proud.
dave 's bird	| Dave wanted a pet bird. He went to the store and looked for a pet bird. The pet store was completely overwhelmed with birds ! At home they finally decided to buy a bird. Dave was so happy with his new pet !
snake !	| I was playing with my dog in the grass. Suddenly , I heard a loud scream. The snake got out of the grass and bit me ! I was terrified , so I ran away. I eventually got up and went to the doctor.
